微博创建时间,微博url,点赞数,转发数,评论数,工具,关键词,微博内容,情感得分,TF-IDF关键词,TextRank关键词
2018/1/11 22:17,https://weibo.com/1661504227/FDUKDiYQ6,20,22,13,新浪博客,A股,发表了博文《杨德龙：“十连阳”开启连续逼空行情》新浪财经讯1月11日今天大盘收出十连阳，强势特征非常明显。杨德龙表示节后A股市场走出逼空行情，连续十根阳线可以说改变了很多人的信仰，很多空头不得不考虑翻杨德龙：“十连阳”开启连续逼空行情,15.2699203,杨德龙 逼空 连阳 行情 连续 ,逼空 行情 连阳 空头 开启 
2018/1/11 23:32,https://weibo.com/1642585887/FDVeKuiSy,7,13,2,微博 weibo.com,A股,【解密81家市值超千亿公司 后市多少能挺住？】A股第一高价股贵州茅台或者何时突破万亿市值大关，成为近期的一大聚焦点。目前A股市场市值达到万亿元以上的上市公司有6家，贵州茅台紧随其后，迈入万亿市值门槛仅一步之遥。解密81家市值超千亿公司 后市多少能挺住？,34.19504592,市值 81 A股 挺住 解密 ,市值 A股 贵州 茅台 后市 
2018/1/11 6:30,https://weibo.com/1801487174/FDOxVd76n,15,8,5,微博 weibo.com,A股,【17家银行候场A股IPO 多数超一年】A股排队上市银行队伍再添新员。据证监会网站1月5日消息，重庆农村商业银行披露首次公开发行A股招股说明书申报稿，拟发行不超13.57亿股。此前不久，徽商银行在2017年12月26日公告称，其A股上市恢复审查。2017年12月29日，厦门农村商业银行也披露了首次公开发行A股招股说明书申报稿。（经济参考报）http://t.cn/RQw9Ha5,32.13563408,A股 2017 12 说明书 申报 ,A股 银行 披露 发行 上市 
2018/1/11 12:33,https://weibo.com/1801487174/FDQVgj4pQ,11,9,1,微博 weibo.com,A股,【小散有福啦！大手笔派现停不下来 这几家公司或发高额“年终奖”】2012年以来年年分红、2016年现金分红比在70%以上、最近一次分红的股息率大于4%的A股公司有15家。这些公司一直以来都注重投资者回报，高额派现毫不吝啬，对于2017年度的高分红值得期待。(中国证券网)小散有福啦！大手笔派现停不下来 这几家公司或发高额“年终奖”,3.162167619,派现 分红 高额 小散 或发 ,分红 高额 派现 公司 期待 
2018/1/12 9:06,https://weibo.com/1649173367/FDYZXwrMK,17,17,11,搜狗高速浏览器,A股,#掘金沪深股通#【外资狂抛贵州茅台逾6亿元 两只区块链概念股遭抢筹】11日，外资通过沪深股通减持A股1000万元以上的个股有39只。其中遭外资减持超亿元的个股较前几个交易日有了明显增加，贵州茅台资金净流出超6亿元，格力电器净流出近3亿元。掘金沪深股通：外资狂抛贵州茅台逾6亿元 两只区块链概念股遭抢筹,31.37721899,股通 外资 遭抢 区块 亿元 ,外资 贵州 茅台 减持 遭抢 
2018/1/11 7:31,https://weibo.com/2120098567/FDOX02RWt,46,11,4,微博 weibo.com,A股,"#财经头条文章# 【多头仍在进攻只是减弱趋势仍是向上微观有调整要求】#股海十一少谈股论金# #共享股票# 从宏观上来看A股要比大家想像的还要强,市场的进攻能量仍在多头仍在进攻只不过进攻能量减弱.微观上股指短线有调整要求.至于你是做宏观还是做微观,因人而异.马化腾 嘻哈装扮 新 【多头仍在进攻只是减弱趋势仍是向上微观有调整要求】",14.39494981,微观 进攻 多头 减弱 调整 ,进攻 微观 减弱 调整 要求 
2018/1/11 21:53,https://weibo.com/1664176597/FDUAF7rzS,7,21,5,微博 weibo.com,A股,【今年退市第一股或是它！还有这些股票退市风险也不小】1月10日晚间，已处于暂停上市状态的*ST昆机（600806.SH）第二次发布带有“重大”字眼的退市风险提示公告。与上一次不同的是，公司此番对涉及退市事项的表述变为“预计公司2017年度不能盈利，公司A股股票将可能被终止上市”。今年退市第一股或是它！还有这些股票退市风险也不小,16.39078848,退市 第一股 风险 不小 股票 ,退市 公司 股票 风险 上市 
2018/1/12 19:17,https://weibo.com/1651428902/FE303pxCD,9,14,0,21广场,A股,【新版股票质押式回购交易业务规则发布】明确股票质押率上限不得超过60%，单一证券公司、单一资管产品作为融出方接受单只A股股票质押比例分别不得超过30%、15%，单只A股股票市场整体质押比例不超过50%。新版股票质押式回购交易业务规则发布,3.738393208,质押 A股 股票 单只 新版 ,质押 股票 回购 交易 比例 
2018/1/11 14:51,https://weibo.com/2861590343/FDRPok6AN,25,8,20,搜狗高速浏览器,A股,想想这一个多月以来各类网络写手轮番轰炸，最后还是没有能改变一个企业应走的道路。现在互联网充斥着各种目的的文字，如果自己不能保持内心平静和坚持独立思考，很容易被误导。身边的战友越来越少，最后能够坚持除了判断，坚持，更多的还是价值观吧。A股充斥着两种价值观，第一种是中国强大，某类公司更好；另一种是某类公司好，能使中国强大。两种逻辑背后深层次还是价值观的不同，前者是索取，后者是贡献。没有优劣之分，只有自己选择。,8.752039434,价值观 某类 充斥 坚持 强大 ,坚持 价值观 充斥 没有 后者 
2018/1/11 20:01,https://weibo.com/5676936152/FDTRs7ivW,130,27,357,一直播Yi,A股,波浪解读美股解密A股波浪灯塔-薛武辉的一直播（下载App-&gt;http://t.cn/RqKYxu7）,8.348444405,波浪 美股 A股 薛武辉 App ,A股 直播 下载 解读 灯塔 
2018/1/11 8:40,https://weibo.com/1642585887/FDPoXoDr9,15,16,8,微博 weibo.com,A股,#上市公司那点事儿# 【区块链概念股暴涨过后:多家公司撇清 真正龙头浮出】资金对于区块链概念股的热情从海外市场蔓延到了A股。1月10日，区块链板块领涨沪深股市，表现抢眼。就在行情暴涨之际，高伟达、暴风集团等多家上市公司1月10日晚间发布澄清公告，回应参与区块链的情况，高伟达同时还提醒注意投资风险。 http://t.cn/RQwlHlh,37.81365965,区块 10 伟达 暴涨 概念股 ,区块 概念股 参与 领涨 沪深股市 
2018/1/12 10:05,https://weibo.com/1789788500/FDZnNBuay,82,15,23,微博 weibo.com,A股,银行板块也出现在涨幅榜，中长线价值凸显，该板块是目前市场当中估值最低或股价最便宜的板块，随着A股国际化，6月msci正式上线，此类低估值蓝筹、权重的上涨空间值得想象（欢迎评论提问，留下股票名称与成本，有问必答）,22.08900529,板块 有问必答 A股 msci 估值 ,板块 估值 值得 评论 欢迎 
2018/1/11 20:18,https://weibo.com/1655377503/FDTYlDb7j,50,12,0,微博 weibo.com,A股,我依然认为A股在3700附近见顶是最为合理的,5.961897636,A股 3700 最为 合理 依然 ,认为 A股 
2018/1/12 7:15,https://weibo.com/1649173367/FDYgIqRmf,21,10,4,微博 weibo.com,A股,【多家公司提示“区块链”热蕴涵风险】A股市场区块链概念近期持续升温。对此，多家上市公司或通过互动平台、或通过公告形式，披露了其“区块链”业务相关布局情况，并对其中蕴涵的风险进行了提示。有的公司被质疑蹭“区块链”热点，而收到交易所发出的问询函，要求说明是否存在主动迎合市场热点，炒作公司股价等问题。业内人士表示，区块链属于前沿技术，投资者应客观看待其商业前景。从目前情况看，上市公司开展的区块链项目实施存在变动的可能性。同时，应警惕蹭热点概念的公司。http://t.cn/RQLBe2E,53.55967459,区块 蕴涵 热点 公司 提示 ,区块 存在 热点 公司 市场 
2018/1/11 14:38,https://weibo.com/1704103183/FDRKhfrrY,11,21,10,百度分享,A股,【外资罕见连续11日抄底 A股目标位曝光】自沪港通、深港通开通以来，外资持续流入超过10个交易日的时间段相当罕见！开通沪港通3年以来，总共只出现了13次。从历史上看，外资连续净流入往往是A股阶段低点。 外资罕见连续11日抄底 A股目标位曝光,14.09110762,A股 外资 11 罕见 抄底 ,外资 A股 开通 净流入 阶段 
2018/1/11 20:48,https://weibo.com/1843016432/FDUawDEKZ,58,16,23,微博 weibo.com,A股,发布了头条文章：《给自由发挥空间，A股可以创造更多奇迹》 @微博股票  @Marco_徐晓峰 @沸点观察   量能会制约反弹高度，量价齐升才能反转，小心短线杀手锏，忘掉指数，精选个股，买跌卖涨，幸福一生 给自由发挥空间，A股可以创造更多奇迹,19.97862285,A股 自由发挥 奇迹 微博 Marco ,创造 量价 齐升 精选 个股 
2018/1/11 7:58,https://weibo.com/1789788500/FDP7DBJCD,84,20,14,新浪频道运营,A股,范进入市 做客#新浪财经#直播 主题：A股正成熟的迈入国际化 猛戳围观：http://t.cn/RQwW0YR,10.87998154,A股 http cn RQwW0YR 迈入 ,财经 A股 直播 主题 做客 
